NSProduto,NSJiga,Etapa,Pt100,DataHora
20001688,19130586,Calibracao,Fail,2020-07-30 10:22:01
20005476,19130586,Calibracao,Ok,2020-07-30 15:00:52
20001411,19130589,Validacao,Ok,2020-07-30 23:16:16
20004631,19130586,Validacao,Fail,2020-07-30 11:01:41
20007886,19130586,Validacao,Fail,2020-07-30 19:49:38
20006854,19130588,Validacao,Fail,2020-07-30 22:31:49
20003941,19130590,Validacao,Ok,2020-07-30 15:52:43
20008914,19130589,Validacao,Fail,2020-07-30 00:55:04
20007332,19130590,Validacao,Fail,2020-07-30 05:12:10
20001495,19130590,Calibracao,Fail,2020-07-30 06:24:23
20009431,19130590,Validacao,Ok,2020-07-30 20:19:06
20007700,19130589,Calibracao,Fail,2020-07-30 19:59:32
20007975,19130590,Validacao,Ok,2020-07-30 06:41:39
20002616,19130586,Calibracao,Fail,2020-07-30 01:54:12
20000882,19130588,Calibracao,Fail,2020-07-30 09:12:43
20007518,19130586,Validacao,Ok,2020-07-30 15:02:24
20005174,19130587,Validacao,Fail,2020-07-30 18:39:59
20008737,19130588,Validacao,Ok,2020-07-30 02:12:43
20005583,19130586,Validacao,Fail,2020-07-30 23:52:13
20008623,19130590,Calibracao,Fail,2020-07-30 03:46:23
20008415,19130589,Calibracao,Fail,2020-07-30 14:31:20
20000687,19130586,Validacao,Fail,2020-07-30 21:32:36
20008204,19130589,Validacao,Fail,2020-07-30 23:10:28
20006848,19130587,Validacao,Fail,2020-07-30 18:29:52
20002410,19130588,Calibracao,Fail,2020-07-30 21:20:12
20006477,19130588,Calibracao,Ok,2020-07-30 20:08:43
20004746,19130587,Calibracao,Fail,2020-07-30 16:20:52
20008480,19130587,Calibracao,Fail,2020-07-30 12:52:02
20009721,19130590,Validacao,Ok,2020-07-30 21:19:43
20002633,19130586,Validacao,Fail,2020-07-30 09:36:08
20002053,19130587,Validacao,Fail,2020-07-30 10:32:44
20009369,19130587,Validacao,Ok,2020-07-30 18:28:52
20007331,19130589,Validacao,Fail,2020-07-30 04:20:30
20006341,19130586,Validacao,Ok,2020-07-30 06:48:36
20002221,19130590,Calibracao,Ok,2020-07-30 09:27:02
20003776,19130590,Calibracao,Fail,2020-07-30 06:00:28
20009483,19130589,Validacao,Ok,2020-07-30 19:12:33
20002537,19130590,Calibracao,Ok,2020-07-30 18:40:58
20008916,19130589,Validacao,Fail,2020-07-30 20:49:23
20004604,19130588,Validacao,Fail,2020-07-30 14:54:10
20007372,19130588,Calibracao,Ok,2020-07-30 01:31:17
20003185,19130589,Validacao,Ok,2020-07-30 16:59:40
20009701,19130586,Validacao,Fail,2020-07-30 02:31:47
20007454,19130587,Calibracao,Fail,2020-07-30 21:35:50
20005878,19130590,Calibracao,Ok,2020-07-30 12:41:10
20000301,19130590,Validacao,Ok,2020-07-30 07:49:17
20001295,19130589,Calibracao,Ok,2020-07-30 14:42:34
20004789,19130589,Validacao,Fail,2020-07-30 15:05:58
20003585,19130586,Calibracao,Ok,2020-07-30 15:10:22
20003533,19130590,Calibracao,Ok,2020-07-30 22:45:16
20009945,19130587,Calibracao,Ok,2020-07-30 02:29:19
20007323,19130590,Calibracao,Ok,2020-07-30 11:26:33
20007821,19130586,Validacao,Fail,2020-07-30 20:11:02
20000897,19130589,Validacao,Fail,2020-07-30 18:29:19
20006695,19130590,Calibracao,Fail,2020-07-30 18:52:14
20004468,19130587,Calibracao,Ok,2020-07-30 21:43:01
20003215,19130586,Validacao,Ok,2020-07-30 08:01:27
20006651,19130590,Validacao,Ok,2020-07-30 02:15:46
20009668,19130587,Validacao,Ok,2020-07-30 06:44:23
20004089,19130586,Calibracao,Ok,2020-07-30 05:47:54
20004202,19130587,Validacao,Ok,2020-07-30 06:07:37
20003704,19130589,Calibracao,Fail,2020-07-30 11:22:12
20004207,19130589,Calibracao,Ok,2020-07-30 02:04:58
20000777,19130588,Validacao,Fail,2020-07-30 09:58:41
20005365,19130590,Calibracao,Fail,2020-07-30 23:57:18
20006870,19130587,Validacao,Fail,2020-07-30 06:06:51
20000247,19130587,Calibracao,Ok,2020-07-30 11:28:04
20004250,19130590,Validacao,Ok,2020-07-30 04:51:07
20001847,19130589,Validacao,Fail,2020-07-30 08:42:37
20003665,19130590,Calibracao,Ok,2020-07-30 18:53:43
20007128,19130586,Calibracao,Fail,2020-07-30 09:28:45
20007608,19130587,Validacao,Fail,2020-07-30 09:24:48
20001039,19130587,Calibracao,Fail,2020-07-30 07:53:10
20009231,19130587,Calibracao,Ok,2020-07-30 07:51:55
20003181,19130587,Validacao,Ok,2020-07-30 10:33:23
20009575,19130587,Validacao,Ok,2020-07-30 16:32:40
20008535,19130589,Validacao,Ok,2020-07-30 19:36:46
20007744,19130590,Validacao,Ok,2020-07-30 14:28:35
20004224,19130589,Calibracao,Fail,2020-07-30 01:34:26
20006245,19130586,Validacao,Fail,2020-07-30 15:14:26
20000769,19130589,Calibracao,Ok,2020-07-30 14:17:35
20001473,19130587,Validacao,Fail,2020-07-30 03:55:23
20006835,19130587,Calibracao,Fail,2020-07-30 02:27:03
20004986,19130588,Validacao,Ok,2020-07-30 03:54:24
20006817,19130587,Calibracao,Fail,2020-07-30 08:49:33
